 years months days precipitation
12303 1993 9 7 0.5
12304 1993 9 8 0.0
12305 1993 9 9 2.5
12306 1993 9 10 1.5
12307 1993 9 11 9.7
12308 1993 9 12 9.8
12309 1993 9 13 0.0
12310 1993 9 14 2.8
12311 1993 9 15 10.8
12312 1993 9 16 0.0
12313 1993 9 17 7.1
12314 1993 9 18 3.2
12315 1993 9 19 0.2
12316 1993 9 20 46.2
12317 1993 9 21 5.9
12318 1993 9 22 0.0
12319 1993 9 23 17.0
12320 1993 9 24 0.0
12321 1993 9 25 4.8
12322 1993 9 26 31.5
12323 1993 9 27 0.0
12324 1993 9 28 0.0
12325 1993 9 29 2.8
12326 1993 9 30 9.9
12327 1993 10 1 0.0
12328 1993 10 2 0.0
12329 1993 10 3 0.0
12330 1993 10 4 0.0
12331 1993 10 5 0.0
12332 1993 10 6 0.0
12333 1993 10 7 0.0
12334 1993 10 8 5.3
12335 1993 10 9 11.4
12336 1993 10 10 1.8
12337 1993 10 11 21.5
12338 1993 10 12 0.0
12339 1993 10 13 4.8
12340 1993 10 14 1.7
12341 1993 10 15 1.8
12342 1993 10 16 0.0
12343 1993 10 17 5.0
12344 1993 10 18 2.6
12345 1993 10 19 0.0
12346 1993 10 20 28.4
12347 1993 10 21 0.0
12348 1993 10 22 4.5
12349 1993 10 23 16.8
12350 1993 10 24 0.0
12351 1993 10 25 0.0
12352 1993 10 26 3.0
12353 1993 10 27 1.6
12354 1993 10 28 0.0
12355 1993 10 29 0.0
12356 1993 10 30 9.2
12357 1993 10 31 1.6
12358 1993 11 1 3.8
12359 1993 11 2 0.0
12360 1993 11 3 31.0
12361 1993 11 4 0.0
12362 1993 11 5 1.0
12363 1993 11 6 0.0
12364 1993 11 7 0.0
12365 1993 11 8 0.0
12366 1993 11 9 0.1
12367 1993 11 10 0.0
12368 1993 11 11 2.0
12369 1993 11 12 0.0
12370 1993 11 13 0.0
12371 1993 11 14 0.0
12372 1993 11 15 32.6
12373 1993 11 16 0.0
12374 1993 11 17 0.0
12375 1993 11 18 35.0
12376 1993 11 19 0.0
12377 1993 11 20 0.0
12378 1993 11 21 0.6
12379 1993 11 22 1.6
12380 1993 11 23 0.0
12381 1993 11 24 0.0
12382 1993 11 25 11.0
12383 1993 11 26 0.0
12384 1993 11 27 0.0
12385 1993 11 28 0.0
12386 1993 11 29 0.0
12387 1993 11 30 16.3
12388 1993 12 1 7.9
12389 1993 12 2 1.2
12390 1993 12 3 0.0
12391 1993 12 4 4.2
12392 1993 12 5 2.5
12393 1993 12 6 8.9
12394 1993 12 7 13.4
12395 1993 12 8 0.0
12396 1993 12 9 0.0
12397 1993 12 10 0.0
12398 1993 12 11 0.0
12399 1993 12 12 0.0
12400 1993 12 13 0.0
12401 1993 12 14 0.0
12402 1993 12 15 0.0
12403 1993 12 16 0.0
12404 1993 12 17 0.0
12405 1993 12 18 0.0
12406 1993 12 19 0.0
12407 1993 12 20 0.0
12408 1993 12 21 0.0
12409 1993 12 22 10.1
12410 1993 12 23 0.0
12411 1993 12 24 0.0
12412 1993 12 25 0.0
12413 1993 12 26 0.0
12414 1993 12 27 0.0
12415 1993 12 28 0.0
12416 1993 12 29 0.0
12417 1993 12 30 0.0
12418 1993 12 31 0.0
12419 1994 1 1 0.0
12420 1994 1 2 0.0
12421 1994 1 3 0.0
12422 1994 1 4 0.0
12423 1994 1 5 0.0
12424 1994 1 6 0.0
12425 1994 1 7 0.0
12426 1994 1 8 0.8
12427 1994 1 9 0.0
12428 1994 1 10 0.0
12429 1994 1 11 0.0
12430 1994 1 12 0.0
12431 1994 1 13 0.0
12432 1994 1 14 3.6
12433 1994 1 15 0.0
12434 1994 1 16 0.0
12435 1994 1 17 0.0
12436 1994 1 18 3.6
12437 1994 1 19 0.0
12438 1994 1 20 14.8
12439 1994 1 21 0.0
12440 1994 1 22 0.0
12441 1994 1 23 0.0
12442 1994 1 24 0.0
12443 1994 1 25 0.4
12444 1994 1 26 1.3
12445 1994 1 27 0.0
12446 1994 1 28 0.0
12447 1994 1 29 0.0
12448 1994 1 30 0.0
12449 1994 1 31 0.0
12450 1994 2 1 0.0
12451 1994 2 2 0.0
12452 1994 2 3 0.0
12453 1994 2 4 0.0
12454 1994 2 5 0.0
12455 1994 2 6 0.0
12456 1994 2 7 0.0
12457 1994 2 8 0.0
12458 1994 2 9 0.0
12459 1994 2 10 0.0
12460 1994 2 11 1.3
12461 1994 2 12 0.0
12462 1994 2 13 0.0
12463 1994 2 14 0.0
12464 1994 2 15 0.0
12465 1994 2 16 0.0
12466 1994 2 17 0.0
12467 1994 2 18 1.8
12468 1994 2 19 0.0
12469 1994 2 20 0.0
12470 1994 2 21 0.0
12471 1994 2 22 0.0
12472 1994 2 23 0.0
12473 1994 2 24 47.5
12474 1994 2 25 0.0
12475 1994 2 26 0.0
12476 1994 2 27 0.0
12477 1994 2 28 23.0
12478 1994 3 1 0.7
12479 1994 3 2 0.0
12480 1994 3 3 0.0
12481 1994 3 4 0.0
12482 1994 3 5 0.0
12483 1994 3 6 0.0
12484 1994 3 7 0.0
12485 1994 3 8 0.0
12486 1994 3 9 0.0
12487 1994 3 10 25.8
12488 1994 3 11 0.0
12489 1994 3 12 0.0
12490 1994 3 13 0.0
12491 1994 3 14 0.0
12492 1994 3 15 0.0
12493 1994 3 16 0.0
12494 1994 3 17 0.1
12495 1994 3 18 0.0
12496 1994 3 19 12.8
12497 1994 3 20 4.4
12498 1994 3 21 0.0
12499 1994 3 22 0.0
12500 1994 3 23 0.0
12501 1994 3 24 0.0
12502 1994 3 25 0.0
12503 1994 3 26 0.0
12504 1994 3 27 0.0
12505 1994 3 28 0.3
12506 1994 3 29 0.0
12507 1994 3 30 0.0
12508 1994 3 31 0.0
12509 1994 4 1 0.0
12510 1994 4 2 0.0
12511 1994 4 3 0.5
12512 1994 4 4 1.2
12513 1994 4 5 77.3
12514 1994 4 6 7.1
12515 1994 4 7 0.0
12516 1994 4 8 0.7
12517 1994 4 9 0.0
12518 1994 4 10 0.0
12519 1994 4 11 0.0
12520 1994 4 12 0.0
12521 1994 4 13 6.1
12522 1994 4 14 0.0
12523 1994 4 15 0.0
12524 1994 4 16 8.4
12525 1994 4 17 1.1
12526 1994 4 18 0.0
12527 1994 4 19 0.0
12528 1994 4 20 0.0
12529 1994 4 21 0.0
12530 1994 4 22 35.6
12531 1994 4 23 40.8
12532 1994 4 24 0.0
12533 1994 4 25 0.0
12534 1994 4 26 0.0
12535 1994 4 27 0.0
12536 1994 4 28 0.0
12537 1994 4 29 0.0
12538 1994 4 30 1.0
12539 1994 5 1 0.3
12540 1994 5 2 12.2
12541 1994 5 3 0.0
12542 1994 5 4 37.8
12543 1994 5 5 0.0
12544 1994 5 6 0.0
12545 1994 5 7 0.0
12546 1994 5 8 0.0
12547 1994 5 9 0.0
12548 1994 5 10 0.0
12549 1994 5 11 28.5
12550 1994 5 12 6.4
12551 1994 5 13 0.0
12552 1994 5 14 33.2
12553 1994 5 15 0.0
12554 1994 5 16 6.3
12555 1994 5 17 0.0
12556 1994 5 18 0.7
12557 1994 5 19 0.6
12558 1994 5 20 0.7
12559 1994 5 21 23.4
12560 1994 5 22 0.0
12561 1994 5 23 0.0
12562 1994 5 24 0.0
12563 1994 5 25 4.7
12564 1994 5 26 17.2
12565 1994 5 27 6.3
12566 1994 5 28 8.9
12567 1994 5 29 0.8
12568 1994 5 30 0.9
12569 1994 5 31 0.0
12570 1994 6 1 0.0
12571 1994 6 2 0.0
12572 1994 6 3 25.0
12573 1994 6 4 4.6
12574 1994 6 5 15.5
12575 1994 6 6 0.0
12576 1994 6 7 0.0
12577 1994 6 8 0.0
12578 1994 6 9 10.3
12579 1994 6 10 2.1
12580 1994 6 11 1.4
12581 1994 6 12 33.6
12582 1994 6 13 0.0
12583 1994 6 14 0.0
12584 1994 6 15 0.0
12585 1994 6 16 0.0
12586 1994 6 17 0.0
12587 1994 6 18 0.0
12588 1994 6 19 0.0
12589 1994 6 20 0.0
12590 1994 6 21 0.0
12591 1994 6 22 0.0
12592 1994 6 23 0.3
12593 1994 6 24 0.0
12594 1994 6 25 27.7
12595 1994 6 26 0.0
12596 1994 6 27 10.3
12597 1994 6 28 4.8
12598 1994 6 29 0.0
12599 1994 6 30 0.3
12600 1994 7 1 1.0
12601 1994 7 2 0.0
12602 1994 7 3 0.0
12603 1994 7 4 1.3
12604 1994 7 5 0.0
12605 1994 7 6 0.0
12606 1994 7 7 0.0
12607 1994 7 8 0.3
12608 1994 7 9 0.0
12609 1994 7 10 0.0
12610 1994 7 11 19.4
12611 1994 7 12 0.0
12612 1994 7 13 6.0
12613 1994 7 14 0.4
12614 1994 7 15 0.0
12615 1994 7 16 0.0
12616 1994 7 17 3.4
12617 1994 7 18 1.4
12618 1994 7 19 13.1
12619 1994 7 20 0.3
12620 1994 7 21 1.4
12621 1994 7 22 0.0
12622 1994 7 23 0.0
12623 1994 7 24 0.4
12624 1994 7 25 6.1
12625 1994 7 26 0.0
12626 1994 7 27 0.0
12627 1994 7 28 0.0
12628 1994 7 29 0.0
12629 1994 7 30 0.0
12630 1994 7 31 0.0
12631 1994 8 1 0.0
12632 1994 8 2 2.2
12633 1994 8 3 0.2
12634 1994 8 4 0.8
12635 1994 8 5 0.0
12636 1994 8 6 0.0
12637 1994 8 7 0.0
12638 1994 8 8 0.0
12639 1994 8 9 0.0
12640 1994 8 10 0.0
12641 1994 8 11 0.0
12642 1994 8 12 0.0
12643 1994 8 13 0.0
12644 1994 8 14 0.4
12645 1994 8 15 0.0
12646 1994 8 16 0.0
12647 1994 8 17 0.0
12648 1994 8 18 0.0
12649 1994 8 19 7.6
12650 1994 8 20 2.1
12651 1994 8 21 0.0
12652 1994 8 22 0.0
12653 1994 8 23 5.1
12654 1994 8 24 1.6
12655 1994 8 25 0.0
12656 1994 8 26 0.0
12657 1994 8 27 2.7
12658 1994 8 28 0.0
12659 1994 8 29 0.1
12660 1994 8 30 7.2
12661 1994 8 31 0.4
12662 1994 9 1 0.1
12663 1994 9 2 29.5
12664 1994 9 3 29.6
12665 1994 9 4 28.4
12666 1994 9 5 0.3
12667 1994 9 6 4.1
12668 1994 9 7 0.0
12669 1994 9 8 0.0
12670 1994 9 9 1.5
12671 1994 9 10 0.3
12672 1994 9 11 0.6
12673 1994 9 12 0.0
12674 1994 9 13 0.0
12675 1994 9 14 0.0
12676 1994 9 15 0.0
12677 1994 9 16 0.0
12678 1994 9 17 0.0
12679 1994 9 18 0.0
12680 1994 9 19 0.0
12681 1994 9 20 3.8
12682 1994 9 21 0.4
12683 1994 9 22 0.8
12684 1994 9 23 8.5
12685 1994 9 24 0.5
12686 1994 9 25 0.4
12687 1994 9 26 15.9
12688 1994 9 27 0.0
12689 1994 9 28 17.6
12690 1994 9 29 1.7
12691 1994 9 30 0.0
12692 1994 10 1 0.0
12693 1994 10 2 2.8
12694 1994 10 3 14.5
12695 1994 10 4 0.0
12696 1994 10 5 0.0
12697 1994 10 6 1.0
12698 1994 10 7 8.6
12699 1994 10 8 4.6
12700 1994 10 9 6.8
12701 1994 10 10 14.0
12702 1994 10 11 29.4
12703 1994 10 12 0.0
12704 1994 10 13 1.8
12705 1994 10 14 0.0
12706 1994 10 15 0.0
12707 1994 10 16 0.0
12708 1994 10 17 3.5
12709 1994 10 18 0.8
12710 1994 10 19 6.4
12711 1994 10 20 38.0
12712 1994 10 21 0.8
12713 1994 10 22 0.0
12714 1994 10 23 0.0
12715 1994 10 24 0.0
12716 1994 10 25 0.0
12717 1994 10 26 14.0
12718 1994 10 27 0.0
12719 1994 10 28 12.7
12720 1994 10 29 0.4
12721 1994 10 30 0.0
12722 1994 10 31 1.8
12723 1994 11 1 0.2
12724 1994 11 2 0.0
12725 1994 11 3 9.6
12726 1994 11 4 16.2
12727 1994 11 5 8.5
12728 1994 11 6 0.0
12729 1994 11 7 4.4
12730 1994 11 8 0.9
12731 1994 11 9 0.0
12732 1994 11 10 0.0
12733 1994 11 11 0.0
12734 1994 11 12 0.0
12735 1994 11 13 0.0
12736 1994 11 14 0.0
12737 1994 11 15 0.0
12738 1994 11 16 0.0
12739 1994 11 17 0.0
12740 1994 11 18 14.6
12741 1994 11 19 0.0
12742 1994 11 20 0.0
12743 1994 11 21 0.0
12744 1994 11 22 0.0
12745 1994 11 23 0.0
12746 1994 11 24 6.3
12747 1994 11 25 0.0
12748 1994 11 26 0.0
12749 1994 11 27 0.0
12750 1994 11 28 0.0
12751 1994 11 29 0.0
12752 1994 11 30 0.0
12753 1994 12 1 0.0
12754 1994 12 2 0.0
12755 1994 12 3 0.0
12756 1994 12 4 0.0
12757 1994 12 5 0.0
12758 1994 12 6 0.0
12759 1994 12 7 0.0
12760 1994 12 8 0.0
12761 1994 12 9 0.0
12762 1994 12 10 0.0
12763 1994 12 11 0.0
12764 1994 12 12 0.0
12765 1994 12 13 0.0
12766 1994 12 14 0.0
12767 1994 12 15 0.0
12768 1994 12 16 0.0
12769 1994 12 17 0.0
12770 1994 12 18 0.0
12771 1994 12 19 0.0
12772 1994 12 20 0.0
12773 1994 12 21 0.0
12774 1994 12 22 0.0
12775 1994 12 23 0.0
12776 1994 12 24 0.0
12777 1994 12 25 0.0
12778 1994 12 26 0.0
12779 1994 12 27 0.0
12780 1994 12 28 0.0
12781 1994 12 29 0.0
12782 1994 12 30 0.0
12783 1994 12 31 0.0
12784 1995 1 1 0.0
12785 1995 1 2 0.0
12786 1995 1 3 0.0
12787 1995 1 4 0.0
12788 1995 1 5 0.0
12789 1995 1 6 0.0
12790 1995 1 7 0.0
12791 1995 1 8 0.0
12792 1995 1 9 0.0
12793 1995 1 10 0.0
12794 1995 1 11 0.0
12795 1995 1 12 0.0
12796 1995 1 13 0.0
12797 1995 1 14 0.0
12798 1995 1 15 0.0
12799 1995 1 16 0.0
12800 1995 1 17 0.0
12801 1995 1 18 0.0
12802 1995 1 19 0.0
12803 1995 1 20 0.0
12804 1995 1 21 0.0
12805 1995 1 22 0.0
12806 1995 1 23 0.0
12807 1995 1 24 0.0
12808 1995 1 25 0.0
12809 1995 1 26 0.0
12810 1995 1 27 0.0
12811 1995 1 28 0.0
12812 1995 1 29 0.0
12813 1995 1 30 0.0
12814 1995 1 31 0.0
12815 1995 2 1 0.0
12816 1995 2 2 0.0
12817 1995 2 3 0.0
12818 1995 2 4 0.0
12819 1995 2 5 0.0
12820 1995 2 6 0.0
12821 1995 2 7 0.0
12822 1995 2 8 0.0
12823 1995 2 9 0.0
12824 1995 2 10 0.0
12825 1995 2 11 0.0
12826 1995 2 12 0.0
12827 1995 2 13 0.0
12828 1995 2 14 0.0
12829 1995 2 15 0.0
12830 1995 2 16 0.0
12831 1995 2 17 0.0
12832 1995 2 18 0.0
12833 1995 2 19 0.0
12834 1995 2 20 0.0
12835 1995 2 21 0.0
12836 1995 2 22 0.0
12837 1995 2 23 0.0
12838 1995 2 24 0.0
12839 1995 2 25 3.2
12840 1995 2 26 0.0
12841 1995 2 27 0.0
12842 1995 2 28 0.0
12843 1995 3 1 0.0
12844 1995 3 2 0.0
12845 1995 3 3 34.8
12846 1995 3 4 25.6
12847 1995 3 5 10.8
12848 1995 3 6 65.0
12849 1995 3 7 0.0
12850 1995 3 8 17.8
12851 1995 3 9 0.0
12852 1995 3 10 19.8
12853 1995 3 11 0.4
12854 1995 3 12 0.0
12855 1995 3 13 1.3
12856 1995 3 14 0.0
12857 1995 3 15 0.0
12858 1995 3 16 0.0
12859 1995 3 17 11.5
12860 1995 3 18 0.0
12861 1995 3 19 0.0
12862 1995 3 20 0.0
12863 1995 3 21 0.0
12864 1995 3 22 0.0
12865 1995 3 23 1.7
12866 1995 3 24 0.0
12867 1995 3 25 0.0
12868 1995 3 26 0.0
12869 1995 3 27 0.0
12870 1995 3 28 2.1
12871 1995 3 29 0.0
12872 1995 3 30 0.0
12873 1995 3 31 0.0
12874 1995 4 1 0.0
12875 1995 4 2 0.8
12876 1995 4 3 0.0
12877 1995 4 4 0.0
12878 1995 4 5 12.1
12879 1995 4 6 0.0
12880 1995 4 7 0.4
12881 1995 4 8 0.0
12882 1995 4 9 0.0
12883 1995 4 10 0.2
12884 1995 4 11 1.4
12885 1995 4 12 17.8
12886 1995 4 13 0.0
12887 1995 4 14 16.3
12888 1995 4 15 1.3
12889 1995 4 16 49.7
12890 1995 4 17 0.0
12891 1995 4 18 0.0
12892 1995 4 19 13.8
12893 1995 4 20 0.0
12894 1995 4 21 0.0
12895 1995 4 22 0.0
12896 1995 4 23 105.8
12897 1995 4 24 0.0
12898 1995 4 25 0.0
12899 1995 4 26 17.4
12900 1995 4 27 0.0
12901 1995 4 28 28.6
12902 1995 4 29 0.0
12903 1995 4 30 0.0
12904 1995 5 1 0.0
12905 1995 5 2 19.0
12906 1995 5 3 0.0
12907 1995 5 4 0.0
12908 1995 5 5 0.0
12909 1995 5 6 0.0
12910 1995 5 7 0.0
12911 1995 5 8 0.0
12912 1995 5 9 0.0
12913 1995 5 10 2.8
12914 1995 5 11 0.0
12915 1995 5 12 0.0
12916 1995 5 13 0.0
12917 1995 5 14 13.6
12918 1995 5 15 0.0
12919 1995 5 16 0.0
12920 1995 5 17 11.6
12921 1995 5 18 0.0
12922 1995 5 19 0.0
12923 1995 5 20 0.0
12924 1995 5 21 0.0
12925 1995 5 22 0.2
12926 1995 5 23 1.4
12927 1995 5 24 18.5
12928 1995 5 25 0.0
12929 1995 5 26 56.2
12930 1995 5 27 0.0
12931 1995 5 28 3.4
12932 1995 5 29 26.0
12933 1995 5 30 0.0
12934 1995 5 31 0.0
12935 1995 6 1 0.0
12936 1995 6 2 0.0
12937 1995 6 3 0.0
12938 1995 6 4 0.0
12939 1995 6 5 2.3
12940 1995 6 6 3.2
12941 1995 6 7 0.0
12942 1995 6 8 44.6
12943 1995 6 9 44.2
12944 1995 6 10 0.0
12945 1995 6 11 0.0
12946 1995 6 12 22.2
12947 1995 6 13 42.0
12948 1995 6 14 20.4
12949 1995 6 15 0.4
12950 1995 6 16 0.0
12951 1995 6 17 0.0
12952 1995 6 18 0.0
12953 1995 6 19 40.2
12954 1995 6 20 2.0
12955 1995 6 21 0.8
12956 1995 6 22 0.0
12957 1995 6 23 0.6
12958 1995 6 24 72.6
12959 1995 6 25 0.0
12960 1995 6 26 0.5
12961 1995 6 27 0.0
12962 1995 6 28 0.0
12963 1995 6 29 0.0
12964 1995 6 30 0.4
12965 1995 7 1 2.2
12966 1995 7 2 0.3
12967 1995 7 3 35.6
12968 1995 7 4 0.2
12969 1995 7 5 0.0
12970 1995 7 6 2.0
12971 1995 7 7 0.0
12972 1995 7 8 0.0
12973 1995 7 9 0.0
12974 1995 7 10 0.0
12975 1995 7 11 0.4
12976 1995 7 12 0.1
12977 1995 7 13 9.0
12978 1995 7 14 0.0
12979 1995 7 15 0.0
12980 1995 7 16 51.4
12981 1995 7 17 0.0
12982 1995 7 18 0.0
12983 1995 7 19 75.9
12984 1995 7 20 1.5
12985 1995 7 21 0.3
12986 1995 7 22 7.8
12987 1995 7 23 0.0
12988 1995 7 24 0.0
12989 1995 7 25 7.5
12990 1995 7 26 0.2
12991 1995 7 27 0.0
12992 1995 7 28 0.0
12993 1995 7 29 0.2
12994 1995 7 30 0.4
12995 1995 7 31 0.2
12996 1995 8 1 0.3
12997 1995 8 2 0.0
12998 1995 8 3 0.0
12999 1995 8 4 2.5
13000 1995 8 5 1.4
13001 1995 8 6 0.8
13002 1995 8 7 1.4
13003 1995 8 8 3.8
13004 1995 8 9 0.2
13005 1995 8 10 0.4
13006 1995 8 11 0.0
13007 1995 8 12 0.0
13008 1995 8 13 1.5
13009 1995 8 14 0.0
13010 1995 8 15 0.0
13011 1995 8 16 0.2
13012 1995 8 17 15.8
13013 1995 8 18 0.0
13014 1995 8 19 9.0
13015 1995 8 20 69.6
13016 1995 8 21 0.8
13017 1995 8 22 1.3
13018 1995 8 23 0.2
13019 1995 8 24 7.0
13020 1995 8 25 0.0
13021 1995 8 26 0.0
13022 1995 8 27 0.0
13023 1995 8 28 0.6
13024 1995 8 29 0.0
13025 1995 8 30 0.0
13026 1995 8 31 0.0
13027 1995 9 1 1.2
13028 1995 9 2 0.0
13029 1995 9 3 0.0
13030 1995 9 4 0.2
13031 1995 9 5 0.0
13032 1995 9 6 3.0
13033 1995 9 7 0.0
13034 1995 9 8 10.2
13035 1995 9 9 0.0
13036 1995 9 10 0.2
13037 1995 9 11 0.0
13038 1995 9 12 0.0
13039 1995 9 13 0.6
13040 1995 9 14 0.0
13041 1995 9 15 0.6
13042 1995 9 16 1.3
13043 1995 9 17 0.0
13044 1995 9 18 0.0
13045 1995 9 19 5.2
13046 1995 9 20 0.0
13047 1995 9 21 0.2
13048 1995 9 22 0.0
13049 1995 9 23 0.0
13050 1995 9 24 0.0
13051 1995 9 25 0.0
13052 1995 9 26 0.0
13053 1995 9 27 11.4
13054 1995 9 28 4.4
13055 1995 9 29 0.0
13056 1995 9 30 5.3
13057 1995 10 1 0.0
13058 1995 10 2 2.9
13059 1995 10 3 0.0
13060 1995 10 4 0.0
13061 1995 10 5 0.0
13062 1995 10 6 8.6
13063 1995 10 7 1.0
13064 1995 10 8 0.0
13065 1995 10 9 0.0
13066 1995 10 10 0.0
13067 1995 10 11 0.0
13068 1995 10 12 6.0
13069 1995 10 13 1.6
13070 1995 10 14 9.6
13071 1995 10 15 0.0
13072 1995 10 16 13.9
13073 1995 10 17 0.4
13074 1995 10 18 16.2
13075 1995 10 19 0.0
13076 1995 10 20 6.0
13077 1995 10 21 0.0
13078 1995 10 22 0.0
13079 1995 10 23 1.0
13080 1995 10 24 11.0
13081 1995 10 25 0.0
13082 1995 10 26 0.0
13083 1995 10 27 12.5
13084 1995 10 28 0.0
13085 1995 10 29 9.6
13086 1995 10 30 0.0
13087 1995 10 31 3.0
13088 1995 11 1 10.4
13089 1995 11 2 0.0
13090 1995 11 3 0.0
13091 1995 11 4 0.0
13092 1995 11 5 5.5
13093 1995 11 6 6.6
13094 1995 11 7 0.8
13095 1995 11 8 3.1
13096 1995 11 9 3.6
13097 1995 11 10 2.6
13098 1995 11 11 0.0
13099 1995 11 12 0.0
13100 1995 11 13 0.0
13101 1995 11 14 0.0
13102 1995 11 15 0.0
13103 1995 11 16 0.0
13104 1995 11 17 0.0
13105 1995 11 18 0.0
13106 1995 11 19 0.0
13107 1995 11 20 0.0
13108 1995 11 21 0.0
13109 1995 11 22 0.0
13110 1995 11 23 0.0
13111 1995 11 24 0.0
13112 1995 11 25 0.0
13113 1995 11 26 0.0
13114 1995 11 27 0.0
13115 1995 11 28 0.0
13116 1995 11 29 0.0
13117 1995 11 30 0.0
13118 1995 12 1 0.0
13119 1995 12 2 0.0
13120 1995 12 3 0.0
13121 1995 12 4 0.0
13122 1995 12 5 0.0
13123 1995 12 6 12.0
13124 1995 12 7 5.0
13125 1995 12 8 0.0
13126 1995 12 9 0.0
13127 1995 12 10 0.0
13128 1995 12 11 0.0
13129 1995 12 12 0.0
13130 1995 12 13 0.0
13131 1995 12 14 0.0
13132 1995 12 15 0.0
13133 1995 12 16 0.0
13134 1995 12 17 0.0
13135 1995 12 18 0.0
13136 1995 12 19 0.0
13137 1995 12 20 0.0
13138 1995 12 21 0.8
13139 1995 12 22 0.0
13140 1995 12 23 0.0
13141 1995 12 24 0.0
13142 1995 12 25 0.0
13143 1995 12 26 0.0
13144 1995 12 27 0.0
13145 1995 12 28 0.0
13146 1995 12 29 0.0
13147 1995 12 30 0.0
13148 1995 12 31 0.0
13149 1996 1 1 0.0
13150 1996 1 2 0.0
13151 1996 1 3 2.6
13152 1996 1 4 0.0
13153 1996 1 5 1.0
13154 1996 1 6 0.0
13155 1996 1 7 0.0
13156 1996 1 8 17.4
13157 1996 1 9 0.0
13158 1996 1 10 0.0
13159 1996 1 11 0.0
13160 1996 1 12 0.3
13161 1996 1 13 0.0
13162 1996 1 14 0.0
13163 1996 1 15 0.0
13164 1996 1 16 0.0
13165 1996 1 17 0.0
13166 1996 1 18 0.0
13167 1996 1 19 18.6
13168 1996 1 20 0.0
13169 1996 1 21 0.0
13170 1996 1 22 0.0
13171 1996 1 23 0.0
13172 1996 1 24 0.0
13173 1996 1 25 0.0
13174 1996 1 26 0.0
13175 1996 1 27 0.0
13176 1996 1 28 0.0
13177 1996 1 29 0.0
13178 1996 1 30 0.0
13179 1996 1 31 0.0
13180 1996 2 1 28.0
13181 1996 2 2 0.0
13182 1996 2 3 2.1
13183 1996 2 4 0.0
13184 1996 2 5 0.0
13185 1996 2 6 0.0
13186 1996 2 7 0.0
13187 1996 2 8 33.8
13188 1996 2 9 0.0
13189 1996 2 10 3.3
13190 1996 2 11 28.0
13191 1996 2 12 0.0
13192 1996 2 13 0.0
13193 1996 2 14 0.0
13194 1996 2 15 3.8
13195 1996 2 16 0.0
13196 1996 2 17 3.4
13197 1996 2 18 0.0
13198 1996 2 19 0.0
13199 1996 2 20 0.0
13200 1996 2 21 0.0
13201 1996 2 22 0.0
13202 1996 2 23 0.0
13203 1996 2 24 0.0
13204 1996 2 25 0.0
13205 1996 2 26 15.2
13206 1996 2 27 0.0
13207 1996 2 28 2.2
13208 1996 2 29 0.0
13209 1996 3 1 0.0
13210 1996 3 2 0.0
13211 1996 3 3 22.8
13212 1996 3 4 0.0
13213 1996 3 5 0.0
13214 1996 3 6 0.0
13215 1996 3 7 0.0
13216 1996 3 8 0.0
13217 1996 3 9 0.0
13218 1996 3 10 6.8
13219 1996 3 11 0.0
13220 1996 3 12 0.0
13221 1996 3 13 25.8
13222 1996 3 14 7.0
13223 1996 3 15 0.2
13224 1996 3 16 0.0
13225 1996 3 17 0.0
13226 1996 3 18 0.0
13227 1996 3 19 0.0
13228 1996 3 20 10.0
13229 1996 3 21 56.8
13230 1996 3 22 0.0
13231 1996 3 23 0.0
13232 1996 3 24 0.0
13233 1996 3 25 0.0
13234 1996 3 26 0.0
13235 1996 3 27 0.0
13236 1996 3 28 31.3
13237 1996 3 29 0.2
13238 1996 3 30 0.0
13239 1996 3 31 0.0
13240 1996 4 1 0.0
13241 1996 4 2 0.0
13242 1996 4 3 0.8
13243 1996 4 4 0.0
13244 1996 4 5 3.0
13245 1996 4 6 0.6
13246 1996 4 7 0.0
13247 1996 4 8 0.0
13248 1996 4 9 0.0
13249 1996 4 10 5.3
13250 1996 4 11 0.0
13251 1996 4 12 0.0
13252 1996 4 13 0.0
13253 1996 4 14 0.0
13254 1996 4 15 0.6
13255 1996 4 16 37.6
13256 1996 4 17 0.0
13257 1996 4 18 0.0
13258 1996 4 19 7.8
13259 1996 4 20 0.0
13260 1996 4 21 0.0
13261 1996 4 22 3.2
13262 1996 4 23 0.0
13263 1996 4 24 0.0
13264 1996 4 25 0.0
13265 1996 4 26 0.0
13266 1996 4 27 16.0
13267 1996 4 28 0.0
13268 1996 4 29 0.0
13269 1996 4 30 3.6
13270 1996 5 1 0.0
13271 1996 5 2 8.0
13272 1996 5 3 0.0
13273 1996 5 4 8.4
13274 1996 5 5 34.8
13275 1996 5 6 0.0
13276 1996 5 7 0.0
13277 1996 5 8 0.0
13278 1996 5 9 0.0
13279 1996 5 10 27.0
13280 1996 5 11 0.0
13281 1996 5 12 0.0
13282 1996 5 13 0.0
13283 1996 5 14 5.0
13284 1996 5 15 50.0
13285 1996 5 16 0.0
13286 1996 5 17 0.0
13287 1996 5 18 0.0
13288 1996 5 19 0.0
13289 1996 5 20 0.0
13290 1996 5 21 0.0
13291 1996 5 22 2.0
13292 1996 5 23 0.8
13293 1996 5 24 7.9
13294 1996 5 25 1.0
13295 1996 5 26 0.0
13296 1996 5 27 58.6
13297 1996 5 28 1.0
13298 1996 5 29 22.2
13299 1996 5 30 0.4
13300 1996 5 31 0.2
13301 1996 6 1 0.0
